id,title,body,created_at,rate,recommendation_status,is_buyer,product_id,advantages,disadvantages,likes,dislikes,seller_title,seller_code,true_to_size_rate
53510625,,خوب بود،بوی شکلات میده,18 شهریور 1402,3.0,,False,4235165,,,0,0,,,
39983123,,عالی,9 مهر 1401,5.0,recommended,True,4235165,,,0,0,آیرین پلاست,C9YXK,
42899337,عالی,عالی و خوش بو,19 آذر 1401,5.0,recommended,True,9545627,,,2,0,دیجی‌کالا,5A52N,
37863074,اجساد پنهان,"فوق العاده
من جلد یک و دو رو از دیجی گرفتم ولی جلد سوم ترجمه نشده و دیجی هم زبان اصلی نداشت. از جای دیگه تهیه کردم!
قبل از مطالعه کتاب سریالش رو ببینید بهتره",20 مرداد 1401,5.0,recommended,True,6725536,"['طراحی جلد\r', 'وزن کتاب\r', 'فونت مناسب']",,2,1,دیجی‌کالا,5A52N,
51884516,,"توی مشخصات گفته شده کتاب ۳۸۴ صفحه است.
من دوستم این کتاب و داشت که ۲۴۵ صفحه بود.
من این محصولو از اینجا خریدم اما درکمال تعجب کتابی که برام ارسال شده ۱۷۳ صفحه است.فونتش هم خیلی ریزه قابل خوندن نیست.
اصلا با مشخصاتی که نوشته همخوانی نداره.",30 تیر 1402,1.0,not_recommended,True,7160507,,,2,0,کتاب باز اندیشه,DSVAG,
32394397,بازخوانی,"خریدن کتاب از دیجی‌کالا، با تخفیف‌های خوبی که قائل می‌شه و با بهترین کیفیت به دستت می‌رسونه بسیار لذت‌بخشه. 
شاید در مورد کالاهای دیگه همیشه نگران کیفیت باشم ولی تجربه‌ی خرید کتاب از دیجی‌کالا همیشه با اطمینان خاطر همراه بوده. ممنون از دیجی‌کالا.

در مورد «گرگ بیابان» مخاطب این کتاب خودش آن‌را پیدا می‌کند. تبلیغات نیاز ندارد.",15 اسفند 1400,0.0,recommended,True,4170881,,,0,0,کتاب نیکا,DGRHS,
49766012,خوب,"من این کتاب با این ترجمه خوندم لذت خاصی از متنش نبردم 
داستان روزنامه وار بود و گاهی کسل کننده
جمله ادبی توش نبود و من فکر می کنم مشکل از ترجمه است که خیلی ساده ترجمه شده
کل کتاب در موضوع اینه که یه نفر اشتباه کلی بلای ناجور سرش میارن
",9 خرداد 1402,3.0,recommended,True,2401290,['کیفیت چاپ بالا'],['ترجمه ضعیف'],1,0,هنر گستر,AFCV6,
46494914,,عالیه و رایحه خوبی داره,13 اسفند 1401,5.0,recommended,True,9514141,,,0,0,آرالیا بیوتی,ADM47,
50384473,,بوش خیلی خوبه,23 خرداد 1402,5.0,recommended,True,11403677,,,4,0,گالری عطر بارانا,DVE9W,
50839729,اصل,عالی بود و خیلی بوی خوبی داره,3 تیر 1402,5.0,recommended,True,7043165,"['قیمت', 'بو خوب', 'اصل بودن']",,0,0,توسعه و تجارت ایران,5AMCM,
49826609,عطر,خواهرم برای خودش گرفت، نمیدونم خوبه یا بده,10 خرداد 1402,4.0,no_idea,True,10072540,,,0,6,درجه یک,AXE3X,
21976211,حس خوب,از کاغذ باکیفیت استفاده شده,25 خرداد 1400,4.2,recommended,True,2993454,,,8,0,آنا ائل,AAA9A,
37317954,کتابی با محتوایی مفید,"خودم اول با شک و شبه سفارش دادم و نگران بودم نکنه بعد از چند صفحه ورق زدن، صفحات کنده بشن و دیگه نشه استفاده کرد. وی خدا رو شکر اینطور نبود و الان که این نظر رو مینویسم تا نصفه های کتاب رو مطالعه کردم.
در مورد خود موضوع کتاب هم یه توضیح بدک که دوستانی که نمیدونن با دانش بیشتری اقدام کنند:
این کتاب یه اثر دیگه از رابرت مارتین نویسنده کتاب مشهور Clean Code هستش و توی این کتاب بیشتر به مسائل مهارت های نرم و رفتار های حرفه ای پرداخته مثل مدیریت زمان، صحبت با سهام داران و مدیران و ...
تا اواسط کتاب که من مطالعه کردم مفید بود و از خوندنش لذت و استفاده بردم.",5 مرداد 1401,5.0,recommended,True,5131402,"['سحافی خوب\r', 'کیفیت چاپ\r', 'کیفیت کاغذ خوب']",,4,0,رایان کاویان,CTR4U,
35022240,ترجمه بد,"این کتاب مجموعه چند داستان کوتاهه
نسبت ب سایر کتابهای اگاتا جذابیت کمتری داره
و اینکه برخلاف کتابهای دیگه ی انتشارات هرمس ترجمه‌ی خوبی نداره",31 اردیبهشت 1401,0.0,,True,3326011,,,0,0,کتابکالا,A5659,
33746069,,کتاب بنویسید تا اتفاق بیوفتد کتاب بسیار خوبیه و خداوند تو قران هم به قلم قسم خورده و من دقیقا بعد اینکه این کتابو مطالعه کردم به پیشنهاد یکی از دوستانم کتاب فراسوی شفای زندگی هم مطالعه کردم و دقیقا زندگی من از بعد اون تغییر کرد و با یادگیری تله پاتی با خواسته هام تونستم خواسته هامو جذب کنم و خداروهزاران بار شاکرم. ممنون دیجی کالا عزیز,23 فروردین 1401,0.0,,False,2340875,,,1,0,,,
47663820,اسکلاره,تو تخفیف خوبه. ,11 فروردین 1402,4.0,,True,9545663,,,0,0,دیجی‌کالا,5A52N,
53054234,عالیه ,فقط گرونه ولی خوبه ,5 شهریور 1402,5.0,recommended,True,2487394,['خوش بو '],,0,0,پاییزانه,CXFZ4,
34978726,,نسبت به قیمتش عالی بود ,29 اردیبهشت 1401,4.0,recommended,True,2487394,,,0,0,دیجی‌کالا,5A52N,
53154590,عالی,خوشبو،ماندگاریشم خوبه،راضی ام,8 شهریور 1402,5.0,recommended,True,4235054,,,0,0,دیجی‌کالا,5A52N,
21025275,مادام بوواری!,جلد خوب و محکمی داره و فونت مناسب,30 اردیبهشت 1400,5.0,recommended,True,3297441,,,3,0,سافابوک,AYFT5,
53986825,,کتاب خیلی خوبیه..من جلد ۱ و ۲ رو از پرتقال خونده بودم ولی مونده بودم ادامه شو از نگاه آشنا بگیرم یا باژ...ک آخر همین نگاه آشنا گرفتم..خود متن و اینا مشکلی نداره فقط جنس کاغذ اصلا خوب نیس...و از ۴ جلد کتابی که گرفتم دو تا شون همینطوری بی کیفیت بودن و فقط جلد ۲ این مجموعه تصویر داشت توش😑 ب غیر اینا بقیه اوکیه مهم محتواس..وو ترجمه هم نمیدونم هنوز نخوندم ولی بنظر خوب میاد,2 مهر 1402,5.0,recommended,True,11435290,"['قیمت مناسب\r', 'جلد کتاب مث کتاب اصلیه (نسخه اصلیش)']","['دیگه هیچی\r', 'فونتش ی جوریه😂( من عادت ندارم )\r', 'تصویر نداره فقط متنه در صورتی که جلد دو ش داره\r', 'ورقه ی کاهی ( از کاهی هم گذشته)']",0,0,کتابینه بوک,DJNSU,
53298512,کتاب بیچارگان,این اثر از زبان مبدا (روسی) هم ترجمه شده و نشر چشمه چاپش کرده اما این ترجمه بهتره چون خشایار دیهیمی با دیدگاه فلسفی کتاب رو ترجمه کرده و کتاب رو فهمیده,12 شهریور 1402,5.0,recommended,True,65557,"['تخفیف خوب\r', 'ترجمه خوب']",,0,0,دیجی‌کالا,5A52N,
43679600,جالب وجذاب,داستان های جدید مصور بوده و ذهن ها  را پرورش میده ضمنا قیمت مناسب ,9 دی 1401,5.0,recommended,True,1559563,['پیشبردن داستان با تصویر وبالا رفتن خلاقیت ذهن کودک ونوجوان'],,0,0,نمایشگاه کتاب,AKP7J,
34295030,کتاب خیلی خوبیه,در مورد تاریخ فلسفه هست و بسیار محتوای جذابی داره,9 اردیبهشت 1401,0.0,recommended,True,198472,"['محتوا بی\u200cنقص', 'کاغذ سبک', 'جلد خوب']",,0,0,دیجی‌کالا,5A52N,
39895684,,جنس کاغذش کاهیه که برای مطالعه مناسب و اینکه سالم رسید به درستم از نظر محتوا ؛ من هنوز نخوندمش ولی تعریفشو زیاد شنیدم,7 مهر 1401,4.0,recommended,True,9436453,,,0,0,انتشارات دانش آفرین,CRC2V,
16360996,کتابی بسیتر زیبا برای نوجوانان,"بسیار داستان زیبایی دارد مخصوصا برای کسانی که اهل موسیقی هستند سه جلده و بسیار جذاب هست برای نوجوانان تا ۱۶ سال مناسبه
به شدت پیشنهاد می دهم",4 بهمن 1399,5.0,,False,185811,,,1,0,,,
32052642,,بوشو دوست داشتم,6 اسفند 1400,4.0,recommended,True,4235054,,,0,0,سی سی نشاط,ANMY3,
42575978,,قیمت گران بود,12 آذر 1401,4.0,recommended,True,1762163,,,0,0,فرآراد,E4RY9,
54042320,,ماندگاري كمي دارد,4 مهر 1402,3.0,not_recommended,True,7932210,,,0,0,لابراتوار غروی,ATT73,
45205959,,کیفیت خوب نبود,13 بهمن 1401,3.0,,True,7932210,,,0,0,لابراتوار غروی,ATT73,
18613302,بیییینظیره,"در هر حال عالی بود ، من قبلا ۸ رو خونده بودم خوشم اومد ، اینو خریدم و یک روزه تمومش کردم چون خیلییی دوسش دارم 
پیشنهاد میکنم حتماااااا بخرید",28 اسفند 1399,5.0,recommended,True,3737592,"['صفحه های شلوغی داره که میتونی رنگشون کنید\r', 'شب رنگ و خوش رنگ و لعاب\r', 'کیفیت عالی\r', 'جنس مناسب\r', 'بسته بندی مناسب ']",,3,0,کتابکالا,A5659,
16829400,کتاب پیاده روی؛ و سکوت، در زمانه‌ی هیاهو,کتاب فوق العاده ای هست پیشنهاد میکنم مطالعه کنید از دیجی کالا و فروشندگان بخاطر تخفیف در کتاب واقعا ممنونم,16 بهمن 1399,3.8,recommended,True,3543494,,,1,0,بیش خوان,CGJYC,
34975213,۱و۲و۳و۴و۵.انجام بده,من خیلی از بسته و تحویل زودتر از موعود ش خوشحال ام .,29 اردیبهشت 1401,0.0,recommended,True,5085000,"['بسته بندی زیبا\r', 'محتوا عالی\r', 'مرتب \r', 'معرکه']",,3,0,جیبی بوک,DSV3G,
38069373,کتاب کاساندان,کتاب نسبتاً خوبی است ولی کیفیت صحافی آن بد بود طوری که همان ابتدای باز کردن کتاب از جلد جدا شد.ودر محتوا هم نویسنده در چند جا اشتباه کرده پایتخت ماد را شیراز آورده در صورتی که پایتخت ماد هگمتانه قدیم وهمدان امروزی می باشد..,26 مرداد 1401,4.0,recommended,True,2414910,,,0,0,استار بوک,E2RK7,
41026351,,تقلبیه و کد شبنم روش نبود,3 آبان 1401,1.0,,True,4801681,,,0,0,مهستان رایکا,E46AU,
53907402,,خوبه نسبت به قیمتش,30 شهریور 1402,4.0,recommended,True,9545646,,,0,0,دیجی‌کالا,5A52N,
52729384,ادو مردانه,در کل بد نبود، نسبت به قیمت,25 مرداد 1402,4.0,recommended,True,11357144,,,0,0,گالری عطر بارانا,DVE9W,
43398343,مسابقه ی برزگ در کتابخانه ی اقای لمونچلو,سلام رسید دستم داستان خیلی باحالب هست ممنون از دیجی کالا,2 دی 1401,5.0,recommended,True,4282651,"['سالم بود\r', 'باحال']",,1,0,سارنگ بوک,EPKZ9,
42355868,,واقعاً داستان خیلی قشنگی داره من شش جلد دیگه از این کتاب را دارم و به شما پیشنهاد می کنم این کتاب را تهیه کنید,6 آذر 1401,5.0,recommended,True,1715259,"['عالی\r', 'کیفیت خوب\r', 'داستان زیبا']",['ندارد '],0,0,آیینه قلم,DM3WS,
32266395,,"هم این کتاب و هم کتاب چگونه کمال گرا نباشیم نباشیم، برای کسایی که با کمال گرایی درگیر هستند، عالیه
من این کتاب رو پیشنهاد میکنم",11 اسفند 1400,0.0,,False,325529,"['ترجمه روان\r', 'محتوای خوب']",,1,0,,,
15049414,عالیهههههه,"کتاب خیلی خوبیه 
یعنی در حدی که هرکسی بخواد موقف شه باید یه بار این کتاب رو پاس کرده باشه",30 آذر 1399,4.5,recommended,True,1978292,['خیلی روان نوشته و ترجمه شده'],['فونتش یه ذره کوچیکه ولی اصلا مشکلی نیست فقط یه ذره'],0,0,نشر وب,C9NTJ,
51036988,عالیه ,خیلی دیدم رو نسبت به مرگ باز کرد و زندگی برام معنا پیدا کرد. ممنونم از دیجی کالا,8 تیر 1402,5.0,recommended,True,148862,"['جنس خوب', 'بسته بندی عالی', 'چاپ عالی و متن روان ']",,1,0,کتاب نایاب,CYWS5,
50598727,,برای پسر کلاس اولی م گرفتم عکس هاش خوب بودن و پسرم دوستش داشت ولی فکر کنم واسه چهارم به بعد خوب باشه,28 خرداد 1402,4.0,recommended,True,2517201,,,0,0,کتاب سالم,DVJTS,
41624401,,یکیش اسپری زنانه بود,17 آبان 1401,3.0,no_idea,True,2275522,,,0,0,رامش کالا,D9HTG,
47649448,ن,من خودم کاپیتان بلک ودوست دارم,11 فروردین 1402,3.0,no_idea,True,5649706,,,0,0,گالری عطر بارانا,DVE9W,
43108271,ادکلن غیر اصل ولی خوشبو,ادکلن با قیمت مناسب و رایحه خوش,24 آذر 1401,4.0,recommended,True,5649706,,,0,0,پایتخت عطر,E456G,
48816383,,برای استفاده روزانه خوبه ، داخل آف ارزش خرید داره ،  توصیه میکنم ,12 اردیبهشت 1402,4.0,recommended,True,2454090,"['زننده نیست ', 'رایحه شیرین ']",,0,0,اسکلاره,AM7F2,
49704633,,واقعا عالی هست من پیشنهاد میکنم این کتاب رو,7 خرداد 1402,5.0,recommended,True,3809416,,,1,0,سیبا بوک,DTCSP,
33798562,,نسبت به بقیه کتاب های اگاتا کریستی ضعیف تر بود,24 فروردین 1401,0.0,no_idea,True,3326011,,,0,0,کتابکالا,A5659,
33068944,رمان کارآگهی نیست,"اگر دنبال آثار کارآگاهی آگاتاکریستی هستید، این کتاب برای شما نیست. 
این کتاب مجموعه ۷ داستان غیر کاراگاهی این نویسنده است. از شخصیت‌های معروف نویسنده هم در این کتاب خبری نیست. در واقع شخصیت‌ها برای اولین بار و آخرین بار در هر داستان می‌آیند و می‌روند.
تله موش که در واقع یک نمایشنامه بوده، معروفترین داستان این مجموعه است.

از کاغذ کاهی برای چاپ کتاب استفاده شده که علاوه بر سبک بودن به علت تیره بودن، چشم را کمتر اذیت می کند.",3 فروردین 1401,0.0,no_idea,True,3326011,"['کاغذ\r', 'چاپ']",,1,1,کتابکالا,A5659,
31693982,کتاب مورد علاقه منه,خوب امادش کردن,29 بهمن 1400,0.0,recommended,True,3326011,,,0,0,کتابکالا,A5659,
30882876,قیمتش عالیه، خیلی کمتر از قیمت روی جلد,اگه از رمان های جناییو کارآگاهی خوشتون میاد، کتاب های آگاتا کریستی رو بهتون معرفی میکنم,13 بهمن 1400,0.0,recommended,True,3326011,"['جنس خوب\r', 'قیمت مناسب']",,0,0,کتابکالا,A5659,
26282027,,کتاب خوبی است,16 مهر 1400,0.0,recommended,True,3326011,,,0,0,کتابکالا,A5659,
24894090,,کتاب های آگاتا کریستی همه عالی هستند ,13 شهریور 1400,4.0,recommended,True,3326011,,,0,0,کتابکالا,A5659,
22892318,تله موش,کتابش رو خوندم و فیلمش رو چند بار دیدم. واقعا حرف نداره,21 تیر 1400,0.0,recommended,True,3326011,,,0,0,کتابکالا,A5659,
53583167,,عالی,20 شهریور 1402,5.0,recommended,True,1559699,,,0,0,کتابکالا,A5659,
53260267,کتاب,کتاب خوبیه برای هدیه خریدم همراه چند جلد دیگش,11 شهریور 1402,5.0,recommended,True,1559699,,,0,0,نمایشگاه کتاب,AKP7J,
52964491,,کتاب بسیار عالی و لذت بخش است ,2 شهریور 1402,5.0,recommended,True,1559699,,,0,0,آوای کتاب خوب,DZ3NU,
48537775,عالی,"قیمت کتاب نسبت به حجم و جنس کاغذ خیلی زیاده
محتوا عالی
بقیه نکات هم در جدول نقاط ضعف و قوت نوشتم

مطالعه این کتاب حتما توصیه میشه 
و همچنین &amp;#34;کتاب مغازه خودکشی از ژان تولی&amp;#34; با &amp;#39;ترجمه احسان&amp;#39; کرم ویسی که واقعا کتاب بینظیری هست
همچنین نسخه صوتی کتاب با صدای &amp;#39;هوتن شکیبای&amp;#39; دوست داشتنی که واقعا جذابیت اثر رو چند برابر کرده",3 اردیبهشت 1402,5.0,recommended,True,2401290,"['وزن کم کتاب\r', 'کاغذ بالک و دوستدار طبیعت\r', 'فونت و چاپ مناسب\r', 'سلامت فیزیکی کتاب\r', 'محتوای خوب\r', 'متن و ترجمه روان']","['فقط در یکی دو مورد غلط املایی به چشمم خورد که خیلی مهم نبود\r', 'قیمت زیاو نسبت به حجم و کاغذ بالک']",0,0,هنر گستر,AFCV6,
19955066,در کل خیلی خوب,"من برای دخترم خریدم و کتاب خیلی جذابیه که تمام بچه‌ها دوست دارن
قیمتش هم خیلی خوبه",5 اردیبهشت 1400,0.0,recommended,True,1559699,"['کیفیت خوب', 'قیمت مناسب']",,0,0,قلمدان,CTKXM,
46979016,کتاب facts and figures,برای تقویت reading خیلی بخ درد میخوره,22 اسفند 1401,5.0,,True,4022564,"['Reading  عالی\r', 'کیفیت بالای listening  کتاب']",,0,0,فمیلی استور,C96G4,
29902254,خوب و مناسب ,پیشنهاد میکنم ,19 دی 1400,0.0,recommended,True,2454090,,,0,0,گالری عطر بارانا,DVE9W,
35984951,اسپری,با توجه به فیک بودن و نداشتن مرجوعی توصیه نمی کنم,28 خرداد 1401,1.0,not_recommended,True,7110038,,,2,0,لوازم آرایشی بهداشتی باران,D4HZP,
15261178,بوی خوبی داره,برای پدرم خریدم خوششون اومد,5 دی 1399,3.5,recommended,True,1553531,,,0,0,دیجی‌کالا,5A52N,
53101868,کتاب سم هستم بفرمایید,کتاب خیلی خوبیه و ارزش خوندن داره خیلی غمگین و احساسی بود، گریه ادم درمیاد🥲🤌🏻,7 شهریور 1402,5.0,recommended,True,10880901,"['داستان عالی داره\r', 'ارزش خوندن داره']",,2,1,دیجی‌کالا,5A52N,
49034601,حتما تو لیست‌ مطالعه‌تون باشه,"چند سالی هست تو بازار کریپتو و فارکس فعالیت می‌کنم. جدا از تحلیل تکنیکال و فاندامنتال، حتما می‌دونید که روان‌شناسی معامله‌گری هم خیلی مهمه. 
با یه کتاب و دو کتاب نمی‌تونید به روان و احساساتتون حین معامله مسلط بشید. ولی اگر دنبالش هستید، این کتاب حتما تو لیست مطالعه‌تون باشه. 
ترجمه خوبی داره.",18 اردیبهشت 1402,5.0,recommended,True,10752697,"['خوراک تریدرها و معامله\u200cگرها برای روان\u200cشناسی بازار\r', 'چاپ باکیفیت \r', 'کتاب خوش\u200cدست\r', 'ترجمه خوب ']",,1,0,کتاب باد,DCM67,
12017987,بی نقص !,بنظرم نسبت به قیمتش عالیه.نوع جلد خیلی باکیفیت هست و من پیشنهاد میکنم حتما فیلمش رو هم ببینید.,28 شهریور 1399,5.0,recommended,True,448489,"['تعداد صفحات\r', 'نوع کاغذ \r', 'جلد\r', 'متن\r', 'اندازه \r', 'زیبا ']",,0,0,کتابکالا,A5659,
45211174,ماندگاری کم ولی خوبه,راضیم به این قیمت هیچی دیگ نمیدن,13 بهمن 1401,5.0,,True,1650062,,,0,0,دیجی‌کالا,5A52N,
41783460,,بوش خوب و ماندگار,21 آبان 1401,4.0,recommended,True,2897042,,,0,0,شیک گلوری,EP47E,
47975208,,خوب بود ولی مثل اصلش نمیشه,20 فروردین 1402,3.0,recommended,True,9545700,,,0,1,دیجی‌کالا,5A52N,
41907240,,بی بو,24 آبان 1401,1.0,,True,3049265,,,0,1,عطر پروین,EM2HF,
38284490,,همه خانواده بوشو دوست داشتند,31 مرداد 1401,5.0,recommended,True,498965,,,0,0,پایار تجارت,CYHNF,
19759039,کتاب هیجان انگیز,"دین کونتز که سال ۱۹۸۱ در رمان «چشمان تاریکی» از ساخت ویروسی دست‌ساز و مرگبار به نام «ووهان ۴۰۰» سخن گفته بود، این روزها با شیوع همه‌گیری کرونا که نقطه آغاز آن شهر ووهان بوده، خواسته و ناخواسته بار دیگر بر این جمله مشهور ژول ورن صحه گذاشت که داستان‌های علمی‌تخیلی ادبیات تغییر‌اند.

کتاب رو مطالعه کردم
داستان به قدری هیجان انگیزه که نمی تونید کتاب رو کنار بزارید.
من تقریبا تو سه روز تمومش کردم!
محتوای کتاب قشنگ و جذابه ولی ترجمه و سانسورهاش رو دوست نداشتم!
ولی ارزش مطالعه رو داره!",1 اردیبهشت 1400,3.75,recommended,True,3226998,"['داستان جذاب و هیجان انگیز\r', 'کیفیت چاپ عالی']",,1,0,وستا بوک,C5DRZ,
26373709,کتاب کودک,"من برای پسر 1/5 ساله سفارش دادم. برای آموزش افعال و کلمات با توجه به تصاویرش عالی هست. 
فقط باید مراقب باشم خودش موقه ورق زدن پاره نکنه یا جلد مقوایی با صورتش نخوره زخم بشه.
برای 2 سال به بالا که تو دهنش نکنه عالیه",19 مهر 1400,0.0,recommended,True,5687871,,,0,0,تک بوک,CAPC5,
19129802,کتاب ارغنون م. امید,توصیه می کنم اشعار قشنگ این کتاب رو بخونید و ازش لذت ببرید,16 فروردین 1400,5.0,recommended,True,448679,"['اشعار زیبا\r', 'قیمت مناسب\r', 'کتاب سالم به دستم رسید']",,0,0,دیجی‌کالا,5A52N,
29531622,عالی,خواهشمندم کتاب خویشتنِ پنهان و کتاب آنگاه که فعالیت‌های فرهنگی پوچ می‌شوند از آثار استاد طاهرزاده را نیز موجود کنید. ممنون,9 دی 1400,0.0,,False,3003285,,,0,0,,,
27039565,کتاب موضوعی هفت خان,انتشارات خیلی سبز واقعا کتاب های خوب و مفیدی داره و این کتاب هم درسنامه خوبی داره و هم تست های خوبی,8 آبان 1400,0.0,recommended,True,3488419,,,0,0,فروشگاه نبض کتاب,CP95H,
41924222,کتاب,عالی واقعا خوبه و انگار داری فیلم میبینی و تو ذهنت تصویر رو به راحتی میتونی تصور کنی و داستان راجب یک دختر به نام کلیا هست که عاشق شطرنجه تمرکز نداره و همه چیز رو یادش میره در گذر زمان معلوم میشه که کلیا دچار بیماری پیش فعالی/کم توجهی هستش در کل کتاب عالیه بهترین کتابی بود که خواندم,24 آبان 1401,5.0,,False,7382144,"['احساس خوب هنگام خواندن\r', 'توضیح دقیق موقعیت\r', 'درک متن\r', 'متن فوق العاده']",,2,0,,,
52438010,,بوی خوبی داره یه مدت ناپیدا بود,16 مرداد 1402,5.0,recommended,True,4124476,,,0,0,اکسون نوین,AW6F9,
24452435,,نیوا که نیازی به تعریف نداره و این اسپری پودریه و من خیلی راضیم,4 شهریور 1400,5.0,recommended,True,4124476,,,1,0,مگنولیا شاپ,5AP92,
38671664,,برا اونیکه گرفتم راضیه ازش،,10 شهریور 1401,5.0,,True,2309765,,,0,2,اسکلاره,AM7F2,
36429918,توصیه می‌کنم,"درست همونطور بود که میخواستم!
متن روان بود 
تمیز و سالم به دستم رسید",11 تیر 1401,4.0,recommended,True,6091797,['صفحات و چاپ عالی'],,2,0,آینده کتاب,AM5YY,
35230353,پنج قدم فاصله,من چون فیلمشو‌خیلی دوست داشتم گرفتم ولی هنوز فرصت خوندنش پیش نیومده ولی بسته بندی و ارسال خوب بود,6 خرداد 1401,0.0,recommended,True,5243586,,,4,0,وستا بوک,C5DRZ,
53652289,عالی,خوشگله و کتابِ خوبیه برای من سالم به دستم رسید راجع به محتوای کتاب هم لازم نیست چیزی بگم چون به حدِ کافی معروف هست,22 شهریور 1402,4.0,recommended,True,413631,,,0,0,انتشارات پارمیس,AXYWE,
32379760,توصیه میکنم این کتاب رو حتما بخرید,خیلی کتاب جذابی بود. مطمئنم اگه شما هم این کتاب رو بخرید حتما عاشق این داستان هیجان انگیز میشید!,14 اسفند 1400,0.0,recommended,True,3398669,,,1,0,نشر پرتقال,APGCA,
39443919,من دیگه خرید نمیکنم چون مشخصات کالا اصلا با اون چیزی که سفارش داده بودم تطابق نداشت,"باید چیزی که ارسال میشه خیلی بهتر از اون چیزی که سفارش میدیم باشه
خیلی بهتر",28 شهریور 1401,1.0,,True,3540033,,,1,0,سورین بوک,E96M3,
35367769,,بوی خوبی داره ولی لباس تیره را لک میکنه .,10 خرداد 1401,4.0,recommended,True,4243586,,,0,0,آرالیا بیوتی,ADM47,
51483282,ادکلن ,"پخش بود صفر 
ماندگاری ۲ ساعت 
ارزش خرید نداره",19 تیر 1402,3.0,no_idea,True,386854,,,0,0,بیانکا بوتیک,EFM62,
53073591,,مناسب بود,6 شهریور 1402,4.0,no_idea,True,11197587,,,0,1,گالری روتانو,E95J3,
9463974,خوبه,بوی خوب و خنکی داره برا تابستون,31 خرداد 1399,5.0,recommended,True,1958628,,,0,0,دیجی‌کالا,5A52N,
46943452,کتاب مدرسه...... است.,کتاب خوبی بود. البته بستگی یه علاقه داره بیشتره نصفشو خوندم و داستان خوبی داره. ولی برگه هاش کاهیه,21 اسفند 1401,5.0,recommended,True,335098,"['تصاویر باحال \r', 'داستان تقریبا طنز']",,1,0,دیجی‌کالا,5A52N,
21749496,کتابی که همه بهش احتیاج داریم,رایان هالیدی نویسنده مطرح و پرفروشی در دنیاست و این کتاب یکی از معروفترین آثارش هست. فکر میکنم در صورتی که همه به مفاهیم داخل این کتاب عمل کنن زندگی خیلی بهتری خواهیم داشت. مخصوصا با شرایط الان,19 خرداد 1400,4.85,recommended,True,4259479,"['موضوع مناسب \r', 'ترجمه خوب\r', 'اثرگذار و کاربردی برای کسانی که مسائل مطرح شده در کتاب را عمل کنن']",,4,0,کتابدان,CF5RC,
53005683,دریاچه تاریک,"خیلی خوبه کتاب قشنگیه ولی هیجان دو جلد قبلیش بیشتر و پایانش باز و ی جلد دیگه هم باید داشته باشه
جلد چهارمش اسمش لرز در کوه شوکران هست ولی ترجمش هنوز. نیومده نمیدونم. چرا نویسنده فصل. چهار و سال ۲۰۲۱ نوشته",4 شهریور 1402,5.0,recommended,True,10374129,"['هم سطر که خسته کننده نبود\r', 'هم فونت\r', 'هم ترجمه\r', 'عالی هم کتاب']",['نداره'],1,0,کتابکالا,A5659,
23692870,,توصیه نمیکنم,14 مرداد 1400,1.0,not_recommended,True,2897006,,,1,0,ایفوریا گالری,AGRAR,
41774602,,عطر شیرین و موندگاری در حد معمولی رو ب کم,21 آبان 1401,3.0,recommended,True,3453141,,,0,0,درجه یک,AXE3X,
40272221,,چند ساله ازش استفاده میکنم دفعه اوله از دیجیکالا خریدم راضیم,16 مهر 1401,5.0,recommended,True,7110108,,,0,0,ارایشی شهرزاد,CZM3X,
47979809,,"عطرش رو دوس داشتم
دلپسند بود
ماندگاریش رو هنو تست نکردم",20 فروردین 1402,5.0,recommended,True,2032488,,,0,0,پخش نیک آیین,D56GW,
16353475,,"من برا هدیه خریدم
از اون چیزی که فکر میکردم بهتر بود
تو تخفیف مخصوصا ارزش خریدش بیشتره
متاسفانه اخر کتاب چند صفحه ای ش مشکل چاپی داشت که دیر دیدم 
ولی در کل نوع چاپ کیفیت چاپ و برگه ها عالی بودن",3 بهمن 1399,4.0,recommended,True,3075698,,,2,0,موسسه فرهنگی بصیر,5AEM2,
34348830,کتاب یکدیگر را...,کتاب خوبیه،سلیقه‌ای هست،نمیشه گفت بهترین کتابه،باید احل خوندن اینجور کتابا باشی تا ازش استفاده کنی و لذت ببری، من برای عزیزان پیشنهاد میکنم,10 اردیبهشت 1401,0.0,recommended,True,5613089,,,0,0,فراهنر,ATCT4,
40304449,,کتاب به‌روز و خوبیه، به خصوص مقاله‌هاش از روانکاوان مطرح جهانه. اما ترجمه‌ی بسیار ناشیانه‌ای داره. کاش مترجمان جوان در ابتدا سراغ کتاب‌های ساده‌تر برن و بعد کتاب‌های عمیق‌تر رو ترجمه کنن. این ترجمه‌های گوگل ترنسلیتی مناسب محتواهای عمیق نیست.,17 مهر 1401,2.0,not_recommended,True,8812765,,,0,0,فکرستان,C7CJ2,
30580128,,برای دانشگاه لازمش داشتم و از دیجی کالا سفارش دادم. خوبی خرید کتابای دانشگاه از دیجی کالا اینه که می تونی با چیزای دیگه سفارش بدی و پول پست برات رایگان بیفته. ولی سایتای دیگه باید هزینه ی پست بدی که برای شهرایی که از تهران دورن مبلغ قابل توجهی میشه.,4 بهمن 1400,0.0,recommended,True,4095844,,,0,0,آوای نور,CVV64,
